topic,topic1,contents,label
Company,Lake Suttonfield, Lake Suttonfield (or Suttonfield Lake) is a reservoir about 0.5 miles (0.8 km) southeast of Glen Ellen in the Sonoma Valley of Sonoma County California USA. It is situated between the Sonoma Valley Regional Park and the Sonoma Developmental Center. Despite its small size it is a well-known center for amphibians and other wildlife.,0
Company,Dommel (mountain), Dommel is a mountain of Landkreis Waldeck-Frankenberg Hesse Germany.,0
Company,Audia River, The Ața River is a tributary of the Hangu River in Romania.,0
Company,Bristol Lake, Bristol Lake is a dry lake in the Mojave Desert of San Bernardino County California 42 km (26 mi) northeast of Twentynine Palms.Bristol Lake is located directly south of Amboy California and U.S. Route 66 and is north of Cadiz California.,0
Company,Iso-Naakkima, Iso-Naakkima is a lake in Southern Savonia Finland about 10 km south of the town of Pieksämäki. It is notable having an eroded Impact crater under the northwestern part of the lake. The crater is one of the oldest known about 1200 million years old (900–1200 Ma Mesoproterozoic). At the time of the impact event the continent of Baltica (modern northeastern Europe) was located near the equator. The crater is filled by recent (Quaternary) sediments and is not visible to the surface.,0
Company,Shingle Lake, Shingle Lake is a lake of Halifax Regional Municipality Nova Scotia Canada.,0
Company,Ein Avdat, Ein Avdat (Hebrew: עין עבדת‎) or Ein Ovdat is a canyon in the Negev Desert of Israel south of Kibbutz Sde Boker. Archaeological evidence shows that Ein Avdat was inhabited by Nabateans and Catholic monks. Numerous springs at the southern opening of the canyon empty into deep pools in series of waterfalls. The water emerges from the rock layers with salt-loving plants like Poplar trees and Atriplexes growing nearby.,0
Company,Dali (crater), Dali is a crater on Mercury. It has a diameter of 176 kilometers. Its name was adopted by the International Astronomical Union in 2008. Dali is named for the Spanish painter Salvador Dalí who lived from 1904 to 1989.,0
Company,Hernio, Hernio (Basque pronunciation: [ˈeɾnjo]; also spelled Ernio) is an iconic summit in the Basque Country very popular with the Gipuzkoans and located right at the heart of the province. The peak is the highest point of a massif extending north-west to south-east the summit rising by the pass of Zelatun. Neighbouring summits lined up NW to SE at the range are mount Gazume (997 m) standing west across the summit and mount Herniozabal (1010 m) closing the range east at the rear.,0
Company,Svartsjön Hanveden, Svartsjön is a lake of Södermanland Sweden.,0
Company,Cerro Bayo Complex, Cerro Bayo is a complex volcano on the northern part border between Argentina and Chile. It consists of four overlapping stratovolcanoes along a north-south line. The main volcano fauce is located on the Argentine side thought the summit of the complex is just west of the border in Chile.,0
Company,Tank Mountains, The Tank Mountains are a mountain range in the Sonoran Desert of southwest Arizona; the range is part of the eastern border of the Kofa National Wildlife Refuge.The Tank Mountains are east-west trending and about 14 miles long; the highest peak Black Dome is on the west end of the range at 2236 feet (682 m); two minor peaks of 1568 feet (478 m) and 2236 feet (682 m) flank the east end of the range separated by an alluvial valley.,0
Company,Desargues (crater), Desargues is an ancient lunar crater that is located near the northern limb of the Moon on the western hemisphere. It lies nearly due south of the crater Pascal and southeast of Brianchon.,0
Company,Mount Babel (Alberta), Mount Babel is a mountain peak of the Bow Range in Banff National Park Alberta Canada. The mountain can be seen from the Valley of the Ten Peaks.Mount Babel was first climbed by A Hart Edward Oliver Wheeler L. Wilson and H. Worsfold in 1910.,0
Company,Redwood Creek (Marin County), Redwood Creek is a short but significant stream in Marin County California. 4.7 miles (7.6 km) long it drains a 7-square-mile (18 km2) watershed which includes the Muir Woods National Monument and reaches the Pacific Ocean north of the Golden Gate at Muir Beach.,0
Company,Laïta, The Laïta is a river in western France (Finistère and Morbihan departments). It is formed at the confluence of the rivers Ellé (sometimes considered the upper course of the Laïta) and Isole in Quimperlé. It flows into the Atlantic Ocean near Guidel.,0
Company,Fremont Cut, The Fremont Cut is a part of the Lake Washington Ship Canal—which passes through the U.S. city of Seattle Washington linking Lake Washington to Puget Sound—that connects Lake Union to the east with Salmon Bay to the west. It is 5800 feet (1800 m) long and 270 feet (82 m) wide. The center channel is 100 feet (30 m) wide and 30 feet (9.1 m) deep. It is spanned by the Fremont Bridge a bascule drawbridge--which connects the neighborhoods of Fremont and Queen Anne via Fremont Avenue North.,0
Company,Văruțu River, The Văruțu River is a tributary of the Valea Satului River in Romania.,0
Company,Suolojávri (Lebesby), Suolojávri is a lake which lies in Lebesby Municipality in Finnmark county Norway. The 3.47-square-kilometre (1.34 sq mi) lake lies on the Sværholt Peninsula about half-way between the villages of Børselv and Kunes.,0
Company,Great South Bay, Great South Bay actually a lagoon is situated between Long Island and Fire Island in the State of New York. It is approximately 45 miles (72 km) long.,0
Company,Lake Guatavita, Lake Guatavita (Spanish: Laguna de Guatavita or Lago Guatavita) is located in the Cordillera Oriental of the Colombian Andes in the municipality of Sesquilé in the Almeidas Province Cundinamarca department of Colombia 35 miles north-east of Bogotá capital of the Republic of Colombia.The lake is circular and about a quarter mile in diameter formed by what appears to be a crater.The earlier theories of the crater's origin being a mereorite impact volcanic cinder or limestone sinkhole are now discredited. ,0
Company,Treasure Mountain (Colorado), Treasure Mountain elevation 13535 ft (4125 m) is a summit in the Elk Mountains of western Colorado. The mountain is in the Raggeds Wilderness southeast of Marble. The massif has been the site of marble mining and a legend of lost French gold.,0
Company,Hispar Muztagh, Hispar Muztagh is a sub-range of the Karakoram mountain range. It is located in the Gojal region of the Northern Areas of Pakistan north of Hispar Glacier south of Shimshal Valley and east of the Hunza Valley. It is the second highest sub-range of the Karakoram the highest being the Baltoro Muztagh. The highest mountain in the range is Distaghil Sar (7885m/25869ft).,0
Company,Excelsior Mountains, The Excelsior Mountains are located in western Nevada in the United States. The range stretches in an east-west direction in Mineral County southwest of the town of Mina Nevada. The mountains reach an elevation of 8805 feet at Moho Mountain in the southeastern part of the range. The Humboldt-Toiyabe National Forest lies at the western end of the Excelsior Mountains.,0
Company,Crossman Pond, Crossman Pond is a 15-acre (61000 m2) pond in Kingston Massachusetts located off Wapping Road (Route 106) and South Street. The pond is hydro logically associated with a cranberry bog operation located to the west of the pond. The outflow is an unnamed stream that feeds the cranberry bog ultimately leading to Fountainhead Brook a tributary of the Jones River. The water quality is impaired due to non-native aquatic plants.,0
Company,Rampart Peak, Rampart Peak (13441 ft (4097 m)) is located in the northern Wind River Range in the U.S. state of Wyoming. Situated .31 mi (0.50 km) south of Bastion Peak Rampart Peak is within the Bridger Wilderness of Bridger-Teton National Forest and immediately west of the Continental Divide. Though one of the highest peaks in the Wind River Range Rampart Peak is not ranked since it has less than 300 ft (91 m) of clean topographic prominence.,0
Company,Valea Tâmpei River, The Valea Tâmpei River or Tâmpa River is a tributary of the Lotru River in Romania.,0
Company,Guaritire River, The Guaritire River is a river of Mato Grosso state in western Brazil.,0
Company,Preluci River (Someșul Mare), The Preluci River or Pârâul Mariei is a headwater of the Someşul Mare River in Romania.,0
Company,Pârâul Cuților (Drăgan), The Pârâul Cuților is a tributary of the Drăgan River in Romania.,0
Company,Little Dąbrowa, The Little Dąbrowa (Polish: Jezioro Dąbrowa Mała German: Klein Damerau See) is a lake in Poland near the gmina Dąbrówno. The Great Dąbrowa lake is nearby.,0
Company,Belukha Mountain, Belukha Mountain (Russian: Белуха; Altai: Muztau) located in the Katun Mountains is the highest peak of the Altai Mountains in Russia. It is part of the World Heritage Site entitled Golden Mountains of Altai.Belukha is a twin-peaked mountain massif that rises along the border of Russia and Kazakhstan just north of the point where these two borders meet those of China and Mongolia. There are several small glaciers on the mountain including Belukha Glacier.,0
Company,Pyramid Peak (Montana), Pyramid Peak (8159 feet (2487 m)) is in the Lewis Range Glacier National Park in the U.S. state of Montana. Mokowanis Lake lies just northeast of the peak and Atsina Lake is to the west.,0
